가게 이름,1,인원 수,2,인원 수,3,인원 수,4,인원 수,5,인원 수,6,인원 수,7,인원 수,8,인원 수,9,인원 수,10,인원 수,
다인,음식이 맛있어요,127,친절해요,92,매장이 청결해요,59,재료가 신선해요,57,혼밥하기 좋아요,54,특별한 메뉴가 있어요,53,인테리어가 멋져요,36,양이 많아요,19,특별한 날 가기 좋아요,10,가성비가 좋아요,9,https://m.place.naver.com/restaurant/1053948268/review/visitor
얹다,음식이 맛있어요,185,혼밥하기 좋아요,105,친절해요,89,매장이 청결해요,76,특별한 메뉴가 있어요,62,재료가 신선해요,50,인테리어가 멋져요,48,양이 많아요,37,가성비가 좋아요,28,뷰가 좋아요,20,https://m.place.naver.com/restaurant/1193989433/review/visitor
단단,음식이 맛있어요,82,친절해요,35,기본 안주가 좋아요,34,특별한 메뉴가 있어요,26,가성비가 좋아요,25,대화하기 좋아요,21,술이 다양해요,13,혼술하기 좋아요,9,인테리어가 멋져요,9,음악이 좋아요,9,https://m.place.naver.com/restaurant/35689421/review/visitor
쿠루미 1호점,음식이 맛있어요,69,대화하기 좋아요,27,특별한 메뉴가 있어요,25,인테리어가 멋져요,21,친절해요,21,기본 안주가 좋아요,19,술이 다양해요,17,매장이 청결해요,12,혼술하기 좋아요,8,오래 머무르기 좋아요,7,https://m.place.naver.com/restaurant/36406285/review/visitor
모츠모츠,음식이 맛있어요,91,친절해요,52,특별한 메뉴가 있어요,35,재료가 신선해요,27,매장이 청결해요,24,인테리어가 멋져요,12,양이 많아요,12,특별한 날 가기 좋아요,10,화장실이 깨끗해요,8,가성비가 좋아요,4,https://m.place.naver.com/restaurant/1875624361/review/visitor
하나킨,음식이 맛있어요,238,친절해요,101,기본 안주가 좋아요,90,특별한 메뉴가 있어요,75,대화하기 좋아요,73,가성비가 좋아요,61,술이 다양해요,58,혼술하기 좋아요,44,인테리어가 멋져요,44,매장이 청결해요,39,https://m.place.naver.com/restaurant/1681173417/review/visitor
야키토리 지중,음식이 맛있어요,101,혼술하기 좋아요,36,친절해요,36,특별한 메뉴가 있어요,25,대화하기 좋아요,23,기본 안주가 좋아요,17,술이 다양해요,14,인테리어가 멋져요,14,가성비가 좋아요,12,오래 머무르기 좋아요,8,https://m.place.naver.com/restaurant/31306168/review/visitor
연남우아하게,음식이 맛있어요,56,친절해요,48,특별한 메뉴가 있어요,35,인테리어가 멋져요,33,매장이 청결해요,31,특별한 날 가기 좋아요,30,재료가 신선해요,17,매장이 넓어요,12,가성비가 좋아요,10,혼밥하기 좋아요,8,https://m.place.naver.com/restaurant/1950070220/review/visitor
연남파도,음식이 맛있어요,58,친절해요,40,특별한 메뉴가 있어요,33,매장이 청결해요,29,인테리어가 멋져요,28,대화하기 좋아요,19,음악이 좋아요,16,화장실이 깨끗해요,14,기본 안주가 좋아요,12,술이 다양해요,11,https://m.place.naver.com/restaurant/1860135294/review/visitor
이노시시 연남본점,음식이 맛있어요,71,친절해요,56,특별한 메뉴가 있어요,35,대화하기 좋아요,35,술이 다양해요,26,혼술하기 좋아요,22,매장이 청결해요,18,음악이 좋아요,13,인테리어가 멋져요,11,가성비가 좋아요,8,https://m.place.naver.com/restaurant/13269361/review/visitor
옥타,음식이 맛있어요,49,특별한 메뉴가 있어요,30,술이 다양해요,18,친절해요,18,대화하기 좋아요,16,인테리어가 멋져요,14,기본 안주가 좋아요,12,혼술하기 좋아요,11,가성비가 좋아요,10,매장이 청결해요,5,https://m.place.naver.com/restaurant/21848683/review/visitor
HONNE,음식이 맛있어요,41,특별한 메뉴가 있어요,34,혼밥하기 좋아요,27,친절해요,24,재료가 신선해요,15,양이 많아요,15,매장이 청결해요,4,가성비가 좋아요,3,인테리어가 멋져요,2,아늑해요,1,https://m.place.naver.com/restaurant/523525227/review/visitor
다이닝 야경,음식이 맛있어요,75,친절해요,40,특별한 메뉴가 있어요,28,매장이 청결해요,18,대화하기 좋아요,17,인테리어가 멋져요,15,술이 다양해요,13,재료가 신선해요,12,오래 머무르기 좋아요,11,음악이 좋아요,8,https://m.place.naver.com/restaurant/1226730842/review/visitor
카시,음식이 맛있어요,99,친절해요,39,특별한 메뉴가 있어요,33,기본 안주가 좋아요,27,대화하기 좋아요,24,술이 다양해요,17,혼술하기 좋아요,13,가성비가 좋아요,11,음악이 좋아요,9,매장이 청결해요,8,https://m.place.naver.com/restaurant/38462398/review/visitor
연덮,음식이 맛있어요,138,친절해요,99,재료가 신선해요,94,양이 많아요,93,가성비가 좋아요,85,혼밥하기 좋아요,70,매장이 청결해요,64,특별한 메뉴가 있어요,27,인테리어가 멋져요,15,음식이 빨리 나와요,2,https://m.place.naver.com/restaurant/1152277974/review/visitor
무명요리사,음식이 맛있어요,157,친절해요,71,특별한 메뉴가 있어요,70,대화하기 좋아요,41,술이 다양해요,29,기본 안주가 좋아요,23,혼술하기 좋아요,19,가성비가 좋아요,17,매장이 청결해요,15,인테리어가 멋져요,12,https://m.place.naver.com/restaurant/1064682887/review/visitor
사심스키야키 연남직영점,음식이 맛있어요,55,친절해요,34,특별한 메뉴가 있어요,31,특별한 날 가기 좋아요,30,재료가 신선해요,23,가성비가 좋아요,23,인테리어가 멋져요,22,매장이 청결해요,15,양이 많아요,13,화장실이 깨끗해요,3,https://m.place.naver.com/restaurant/1537227002/review/visitor
에그써티,음식이 맛있어요,344,친절해요,196,재료가 신선해요,168,매장이 청결해요,130,특별한 메뉴가 있어요,124,인테리어가 멋져요,100,양이 많아요,88,특별한 날 가기 좋아요,79,가성비가 좋아요,63,혼밥하기 좋아요,21,https://m.place.naver.com/restaurant/1035036284/review/visitor
카츠요,음식이 맛있어요,145,친절해요,122,재료가 신선해요,96,매장이 청결해요,96,혼밥하기 좋아요,59,인테리어가 멋져요,42,특별한 메뉴가 있어요,30,가성비가 좋아요,21,양이 많아요,19,화장실이 깨끗해요,13,https://m.place.naver.com/restaurant/1072376209/review/visitor
나카스하이볼클럽,인테리어가 멋져요,29,친절해요,28,특별한 메뉴가 있어요,27,음식이 맛있어요,25,매장이 청결해요,12,특별한 날 가기 좋아요,7,매장이 넓어요,6,화장실이 깨끗해요,4,혼밥하기 좋아요,3,컨셉이 독특해요,2,https://m.place.naver.com/restaurant/1458007430/review/visitor
월량관,음식이 맛있어요,423,특별한 메뉴가 있어요,179,친절해요,96,가성비가 좋아요,80,양이 많아요,61,재료가 신선해요,55,인테리어가 멋져요,39,매장이 넓어요,28,매장이 청결해요,23,단체모임 하기 좋아요,22,https://m.place.naver.com/restaurant/1810051671/review/visitor
본차일드,음식이 맛있어요,253,친절해요,211,매장이 청결해요,162,재료가 신선해요,125,사진이 잘 나와요,100,특별한 메뉴가 있어요,97,인테리어가 멋져요,92,메뉴 구성이 알차요,80,향신료가 강하지 않아요,32,야외 공간이 멋져요,25,https://m.place.naver.com/restaurant/1776919158/review/visitor
하하,음식이 맛있어요,388,특별한 메뉴가 있어요,177,양이 많아요,109,가성비가 좋아요,83,재료가 신선해요,52,친절해요,39,매장이 넓어요,28,단체모임 하기 좋아요,27,매장이 청결해요,11,혼밥하기 좋아요,10,https://m.place.naver.com/restaurant/19861672/review/visitor
몽중식,특별한 메뉴가 있어요,721,음식이 맛있어요,666,친절해요,600,특별한 날 가기 좋아요,560,인테리어가 멋져요,471,재료가 신선해요,155,매장이 청결해요,125,화장실이 깨끗해요,62,가성비가 좋아요,58,양이 많아요,56,https://m.place.naver.com/restaurant/1476690926/review/visitor
진가,음식이 맛있어요,106,친절해요,62,재료가 신선해요,57,특별한 메뉴가 있어요,50,양이 많아요,37,매장이 청결해요,30,가성비가 좋아요,27,단체모임 하기 좋아요,21,매장이 넓어요,15,인테리어가 멋져요,14,https://m.place.naver.com/restaurant/1940095324/review/visitor
향미 연남동점,음식이 맛있어요,131,특별한 메뉴가 있어요,51,친절해요,46,단체모임 하기 좋아요,34,매장이 넓어요,32,재료가 신선해요,26,가성비가 좋아요,22,양이 많아요,16,특별한 날 가기 좋아요,13,매장이 청결해요,12,https://m.place.naver.com/restaurant/11680030/review/visitor
산왕반점,음식이 맛있어요,83,가성비가 좋아요,47,특별한 메뉴가 있어요,22,친절해요,19,양이 많아요,18,혼밥하기 좋아요,12,재료가 신선해요,12,매장이 넓어요,7,단체모임 하기 좋아요,5,매장이 청결해요,4,https://m.place.naver.com/restaurant/37027002/review/visitor
마라연화,음식이 맛있어요,109,인테리어가 멋져요,107,매장이 청결해요,75,특별한 메뉴가 있어요,64,친절해요,62,매장이 넓어요,50,재료가 신선해요,45,양이 많아요,34,뷰가 좋아요,23,특별한 날 가기 좋아요,22,https://m.place.naver.com/restaurant/1542402051/review/visitor
상해소흘,음식이 맛있어요,142,특별한 메뉴가 있어요,58,친절해요,33,가성비가 좋아요,31,양이 많아요,20,재료가 신선해요,17,단체모임 하기 좋아요,5,매장이 청결해요,4,혼밥하기 좋아요,2,인테리어가 멋져요,2,https://m.place.naver.com/restaurant/1251267977/review/visitor
중화복춘 살롱 시그니처,음식이 맛있어요,47,친절해요,34,재료가 신선해요,33,특별한 메뉴가 있어요,32,특별한 날 가기 좋아요,23,인테리어가 멋져요,22,매장이 청결해요,15,단체모임 하기 좋아요,13,양이 많아요,11,화장실이 깨끗해요,6,https://m.place.naver.com/restaurant/1510629096/review/visitor
송가,음식이 맛있어요,39,특별한 메뉴가 있어요,24,친절해요,18,재료가 신선해요,13,가성비가 좋아요,8,인테리어가 멋져요,5,특별한 날 가기 좋아요,5,단체모임 하기 좋아요,5,양이 많아요,4,매장이 청결해요,4,https://m.place.naver.com/restaurant/13191758/review/visitor
따씽,음식이 맛있어요,79,친절해요,53,특별한 메뉴가 있어요,42,재료가 신선해요,24,매장이 청결해요,21,가성비가 좋아요,15,양이 많아요,14,혼밥하기 좋아요,11,인테리어가 멋져요,7,뷰가 좋아요,3,https://m.place.naver.com/restaurant/1855707466/review/visitor
연교,음식이 맛있어요,732,특별한 메뉴가 있어요,359,가성비가 좋아요,162,친절해요,152,재료가 신선해요,130,양이 많아요,77,매장이 청결해요,44,혼밥하기 좋아요,40,특별한 날 가기 좋아요,27,인테리어가 멋져요,25,https://m.place.naver.com/restaurant/1051220427/review/visitor
리리마카오,음식이 맛있어요,323,친절해요,186,특별한 메뉴가 있어요,141,매장이 청결해요,115,인테리어가 멋져요,77,가성비가 좋아요,72,재료가 신선해요,69,양이 많아요,57,혼밥하기 좋아요,52,매장이 넓어요,44,https://m.place.naver.com/restaurant/1201517666/review/visitor
미미램양꼬치,음식이 맛있어요,281,가성비가 좋아요,245,양이 많아요,135,매장이 넓어요,70,친절해요,68,특별한 메뉴가 있어요,68,단체모임 하기 좋아요,57,재료가 신선해요,56,매장이 청결해요,17,특별한 날 가기 좋아요,11,https://m.place.naver.com/restaurant/1414485182/review/visitor
뚜이연남,음식이 맛있어요,232,친절해요,186,인테리어가 멋져요,112,매장이 청결해요,110,특별한 메뉴가 있어요,107,메뉴 구성이 알차요,82,대화하기 좋아요,76,술이 다양해요,72,가성비가 좋아요,65,음악이 좋아요,53,https://m.place.naver.com/restaurant/1151030658/review/visitor
판다딤섬,음식이 맛있어요,185,친절해요,135,특별한 메뉴가 있어요,126,매장이 청결해요,110,가성비가 좋아요,76,재료가 신선해요,63,인테리어가 멋져요,52,특별한 날 가기 좋아요,27,화장실이 깨끗해요,27,양이 많아요,25,https://m.place.naver.com/restaurant/1289022009/review/visitor
낭만반점,음식이 맛있어요,23,친절해요,12,재료가 신선해요,9,가성비가 좋아요,6,매장이 청결해요,6,인테리어가 멋져요,5,매장이 넓어요,4,특별한 메뉴가 있어요,4,화장실이 깨끗해요,4,양이 많아요,3,https://m.place.naver.com/restaurant/1197419444/review/visitor
서대문 양꼬치 BAR,음식이 맛있어요,101,특별한 메뉴가 있어요,32,친절해요,30,재료가 신선해요,14,가성비가 좋아요,14,매장이 넓어요,14,단체모임 하기 좋아요,10,양이 많아요,8,뷰가 좋아요,8,매장이 청결해요,7,https://m.place.naver.com/restaurant/1882480351/review/visitor
조원,음식이 맛있어요,94,친절해요,47,특별한 메뉴가 있어요,42,가성비가 좋아요,28,재료가 신선해요,22,단체모임 하기 좋아요,19,혼밥하기 좋아요,16,양이 많아요,15,매장이 청결해요,14,주차하기 편해요,11,https://m.place.naver.com/restaurant/1956508264/review/visitor
연희면관,음식이 맛있어요,45,친절해요,37,재료가 신선해요,27,특별한 메뉴가 있어요,27,매장이 청결해요,26,혼밥하기 좋아요,17,가성비가 좋아요,13,인테리어가 멋져요,12,양이 많아요,5,화장실이 깨끗해요,5,https://m.place.naver.com/restaurant/1674391570/review/visitor
춘리마라탕 연남점,음식이 맛있어요,87,친절해요,26,특별한 메뉴가 있어요,23,재료가 신선해요,21,가성비가 좋아요,18,양이 많아요,15,혼밥하기 좋아요,10,단체모임 하기 좋아요,5,뷰가 좋아요,5,매장이 넓어요,4,https://m.place.naver.com/restaurant/36960472/review/visitor
욜로양꼬치,음식이 맛있어요,74,친절해요,32,재료가 신선해요,22,특별한 메뉴가 있어요,17,매장이 청결해요,15,가성비가 좋아요,14,양이 많아요,11,화장실이 깨끗해요,8,특별한 날 가기 좋아요,6,단체모임 하기 좋아요,6,https://m.place.naver.com/restaurant/817221434/review/visitor
